node_id,node_type,capacity,demand_mean,failure_prob,initial_inventory,reorder_point,target_stock,delta,utilization,economic_severity,network_criticality,fragility,resilience_value_score,resilience_per_dollar,regime
WAR_012,warehouse,179.56692528991607,181.8430744085718,0.10099046972813039,209.54134323553907,65.78436004856628,268.101890696702,-20.410697251320443,1.0126757704125122,30.317249703756765,0.8710344827586207,1.0,56.724619618132486,0.03906107723990296,overloaded
DC_008,dc,345.39732908561484,336.33128079993185,0.06036209896177841,452.7050176313024,125.39391627028013,395.54858181195596,-11.782859473716826,0.9737518286268052,13.05557826028409,0.8172413793103448,1.0,23.72513704541281,0.00850533032650926,overloaded
WAR_007,warehouse,202.79908416578178,185.67701855725525,0.1286631544924322,277.9801108799221,78.18788354388788,340.7890451194166,-8.9707042884192,0.9155712873213482,8.74082782329398,0.9398275862068965,1.0,16.955698937910444,0.003967609658959288,overloaded
WAR_013,warehouse,335.6059795019223,315.50652090670786,0.07585606424584898,396.6342506113028,175.09367558716758,374.57124451970424,-5.3582901471744435,0.9401099508863211,8.460085580033624,0.9060344827586206,1.0,16.125214842633053,0.003707996373382653,overloaded
WAR_002,warehouse,306.6833075301974,290.62076204230465,0.09525873405601021,343.3728637954716,165.57073921695866,377.3813210028957,-13.151718143543917,0.9476249763404186,8.256451977621385,0.8974137931034482,1.0,15.665905864435057,0.0029931297147576664,overloaded
WAR_016,warehouse,263.5352724346269,248.0789081861101,0.06162141518240431,297.6595667904336,126.34551883211563,395.51636820444946,-0.7830521893853586,0.941349922134803,8.468276234533855,0.8955172413793103,1.0,16.051763607321586,0.002986254687195727,overloaded
WAR_019,warehouse,289.86307609800883,262.1626208599634,0.06109615099207662,354.5732162773944,135.1783726740636,438.47903694392636,9.990936973733653,0.9044360681914542,24.188975025797028,0.8243103448275861,0.09098405371533097,4.014962279903528,0.002866535808682859,near_critical
FAC_003,factory,498.4318243436529,458.05286902157223,0.07275381077535215,628.6164824791368,190.56159339507104,863.6873884175199,4.11614068936899,0.9189880072861466,13.98262646447604,0.9737931034482759,0.19545983207184575,5.3944590970738355,0.0021237421242931527,critical
SUP_000,supplier,443.4890121389908,429.15599292099785,0.07827662837272575,540.356244694104,167.7511399428159,789.631246497474,-20.38180537259808,0.9676812303672115,4.046272585733971,0.45241379310344826,1.0,5.876862114176374,0.001974007385132131,overloaded
DC_003,dc,289.317325467194,287.34943064414637,0.02990030429202757,300.4696161946609,127.3819650961916,402.4019888808323,-6.682781245377043,0.9931981438724078,3.715160074318665,0.9513793103448276,1.0,7.249686503644595,0.0012977277565887815,overloaded
WAR_009,warehouse,143.41229701170423,128.54092258115512,0.12991047304742387,170.67139070499758,54.08539767415734,246.32879319728934,-3.7593849150590444,0.8963033523594185,2.69606037218714,0.7617241379310344,1.0,4.749714635001413,0.0009952833227559446,overloaded
WAR_011,warehouse,273.58657247530016,181.89566898564416,0.1137980218655383,251.99218361531487,106.0085327390254,384.01289592687493,60.557292732994085,0.6648559808324146,38.27532165533858,0.8634482758620691,0.01624502890888199,1.1586617763727258,0.0008559401686137165,safe
WAR_000,warehouse,291.3791980071884,247.19013622960557,0.04345522084131471,323.0036669135732,176.9463243788367,399.2592843950878,31.527114379615284,0.8483451733006258,15.492295760256127,0.8493103448275863,0.030743581749345068,0.8808055482636106,0.0006942439640937968,safe
DC_009,dc,407.12588461529117,390.1811688704382,0.028133752232297277,338.3937202027533,255.45217883132327,439.40710496945707,5.49073697973148,0.9583796649017671,11.988328445439231,0.8072413793103448,0.15406570981426052,3.3379573541520005,0.0006796702522633984,near_critical
DC_000,dc,517.2377472635575,435.50259362711785,0.09147573117582906,511.8364564492886,300.8274029156094,791.0266922335195,34.42045251376703,0.8419775933429862,23.706020157429194,0.7093103448275861,0.028232276242414617,1.143998526671435,0.0005886180591105365,safe
SUP_007,supplier,255.67801828346512,234.52653256639385,0.039905264685320595,275.39752757933036,101.85740105972084,358.16292641923513,10.948586723251339,0.9172729597206866,11.380183623099995,0.38965517241379305,0.08369190626152055,1.3235482489393813,0.0005099166709562221,near_critical
WAR_001,warehouse,171.16538691635222,134.46157250759268,0.06675118101151281,170.56585253071927,79.39322022891848,265.06580695657675,25.278322683800496,0.7855652064357116,17.614948014371958,0.8537931034482759,0.03805417918155251,1.242639019984817,0.00039511482151297593,safe
SUP_001,supplier,410.9662800201661,334.55254701917846,0.12050377745979131,384.8054953171892,212.21289206976027,431.9476722939478,26.89074384995922,0.8140632535661125,19.059946310158058,0.17758620689655172,0.03585418895170349,0.8047375860527208,0.0003284786901429352,safe
WAR_015,warehouse,209.93228407431337,182.1526401998703,0.0517628526696962,207.88010085414845,75.74733643796613,280.200825615628,16.91294998329161,0.8676733119113331,10.101815535676481,0.8649999999999999,0.05582553409308655,1.0517466967534452,0.00029120177781678287,near_critical
SUP_009,supplier,274.0977405383748,224.38661430665545,0.1292862636198226,252.55859706556916,121.09281500316396,401.1079606364429,14.274053490877293,0.8186372272384361,10.48195855268709,0.25689655172413794,0.06547050529823457,0.8625567252371213,0.0001935265364906482,near_critical
WAR_014,warehouse,152.65657778241277,122.04782329541668,0.08083527384469422,165.5562475464809,58.889604092154315,169.03291717620803,18.268718217760878,0.7994927245740835,7.391577000694552,0.8024137931034483,0.05189758803355447,0.6914149757277545,0.0001791030288114936,near_critical
WAR_004,warehouse,249.81669697882802,219.33439062575735,0.03950491975644012,225.52821426885632,129.77607265685418,364.2188571914912,20.613317785103163,0.8779813090089249,9.603199736820683,0.8731034482758622,0.046267769249626424,0.8322547570146142,0.00016999202325305163,safe
WAR_003,warehouse,140.9210646105856,96.00423550600533,0.10257156282714269,191.87303342431744,55.13147414976414,249.02220468063982,30.462335272207767,0.6812624909647025,9.859024864542214,0.8768965517241378,0.031784036097388786,0.5881435567806577,0.00012069108805554614,safe
WAR_017,warehouse,234.4605252429252,179.67806291715962,0.10998704107638366,305.3682852970919,116.8181968310875,256.1915879953827,28.99484290508147,0.7663467559453545,3.9426356595127054,0.841551724137931,0.03333906442399098,0.2420605275179917,0.00011846183938635334,safe
FAC_001,factory,603.3713988951382,524.1117667697016,0.047749584362786965,490.9526412541584,384.6901536384926,836.1778784472749,50.44889861180036,0.8686387318481243,9.93038941633594,0.8829310344827586,0.01943676204898659,0.36343321083708147,0.00011361234202591307,safe
SUP_002,supplier,444.59587426844047,365.7631443703283,0.05141025786371643,367.3616835426062,176.18749747881566,687.5404714964183,55.97594135682721,0.8226867713790027,9.032566827397769,0.38965517241379305,0.017551267713809767,0.22030620140622706,8.681920677833734e-05,safe
WAR_008,warehouse,301.58789246319066,247.20037344665954,0.05953590253440899,321.30826520401365,132.87305606073167,523.1806569579378,36.43221164528475,0.819662790265464,11.214653400133134,0.41413793103448276,0.02671495901648033,0.42367431844040737,7.940518551325469e-05,safe
WAR_018,warehouse,189.05654135643763,123.91383030135998,0.10426925667250857,245.07476113025487,114.75059152756268,245.35932976243802,45.42992601876654,0.6554326521172262,4.619756530244679,0.8075862068965517,0.02153783315518981,0.17985400579607466,7.173911190490365e-05,safe
DC_005,dc,498.8285844648209,367.17628514359944,0.08374536706601295,557.9206937051558,265.27940876360924,845.1109796624787,89.87771641219535,0.7360770745275805,8.99963379332119,0.9263793103448275,0.01100379762475859,0.19076963005429978,6.71168332729347e-05,safe
SUP_006,supplier,463.35076831704157,311.17340886402593,0.05573334344518749,448.9082801898922,202.9838368812486,708.7103888453978,126.35327194681048,0.6715720144249544,15.186583113514295,0.38965517241379305,0.007852173601143545,0.1657131650594836,6.058699298098635e-05,safe
SUP_003,supplier,282.4803763338679,207.32829679303384,0.08232754188485272,339.5098866420585,135.91418328429233,470.65257648380725,51.896164526558636,0.7339564591488271,10.306980674121078,0.38965517241379305,0.01890496237204325,0.2707785930030872,5.496698773724959e-05,safe
WAR_006,warehouse,200.12224390985187,141.74984935339518,0.06144399802042629,177.8426392033069,126.24476393536563,270.2297147429701,46.076083797816494,0.70831630999125,6.269439018183519,0.9648275862068965,0.021242208767722145,0.26166931781908787,4.632323871787233e-05,safe
SUP_005,supplier,417.1007404476179,358.34682875113367,0.08182058267574457,525.1295462799778,225.40770353104062,601.8194427764167,24.626486078575624,0.8591373593980399,2.3070662686299617,0.38965517241379305,0.039022127221571154,0.1251059768191681,4.311106833332274e-05,safe
DC_001,dc,286.8273797234458,202.70526820957775,0.08648901376999249,260.31333923656035,151.9654015661804,487.5060505866451,59.31469431935608,0.7067151971510628,8.170555281956691,0.8577586206896551,0.016579707669662876,0.2516620482316736,4.305561949465893e-05,safe
SUP_008,supplier,340.4531526383476,236.15947733546477,0.03964149112477111,468.85117755748564,211.95735159674135,531.0271523418771,90.7976046741694,0.6936621837845907,10.765793141107837,0.25689655172413794,0.010893530430880474,0.14740567930571932,3.317783670069737e-05,safe
SUP_004,supplier,420.62387599374387,304.51739969410175,0.04537277319702408,338.35714865826276,246.5181111314844,644.345591399745,97.02160457292479,0.7239660349157901,8.335096298722114,0.25689655172413794,0.010201832589427095,0.10687800757595632,2.9458586467462536e-05,safe
DC_004,dc,440.1925335043255,308.9824306073514,0.028471792300060264,462.8486232321312,281.66580873422475,650.0913187720258,118.6770325110017,0.7019256509136477,6.375564687246655,0.8987931034482757,0.00835582215750605,0.1011545657903862,2.100298729388996e-05,safe
FAC_004,factory,510.99861248795037,387.15278442307783,0.0962319516055796,566.7149770240202,218.08885620840192,893.6521849065806,74.67143431741374,0.757639600111844,4.855659576652626,0.9229310344827587,0.013215026370524035,0.12339000280691213,2.0709742228942998e-05,safe
DC_002,dc,254.18088631246047,177.61505071958058,0.038372482399908425,306.69343841571384,98.25355841180524,357.1403989411485,66.81228400646188,0.6987742205810128,3.247752229841431,0.9351724137931035,0.014746590749025786,0.092681740692074,1.8827477827189963e-05,safe
FAC_002,factory,565.7212903699339,437.1218259190757,0.04135805304735149,629.3103103276742,272.49291893405376,575.5024213439167,105.2023333137223,0.7726805290167443,3.584152073090308,0.9644827586206897,0.009415988978754302,0.06629802502607304,1.869024798468557e-05,safe
WAR_005,warehouse,324.8719718518224,225.24293825867863,0.04197335885011228,276.99409727063374,177.821592934148,433.66725514087153,85.99306573826368,0.693328319383041,4.291492004993555,0.9584482758620689,0.011495169086335032,0.09661304664606973,1.7756434912125293e-05,safe
DC_006,dc,386.1690646228899,284.82481484445935,0.03982716503610865,481.78783377647,229.75925128951587,418.693174720939,85.96423070985503,0.737565074309105,2.589441390734104,0.8858620689655172,0.011498980578996568,0.05615330876538612,1.1151147276350551e-05,safe
